,52W High,52W Low,52W Range,ATR,Avg Volume,Beta,Book\/sh,Cash\/sh,Change,Current Ratio,Date,Debt\/Eq,Dividend,Dividend %,EPS (ttm),EPS Next Y Perc,EPS Q\/Q,EPS next 5Y,EPS next Q,EPS next Y,EPS past 5Y,EPS this Y,Earnings,Employees,Forward P\/E,Gross Margin,Income,Index,Industry,Insider Own,Insider Trans,Inst Own,Inst Trans,LT Debt\/Eq,Market Cap,Oper. Margin,Optionable,PEG,P\/B,P\/C,P\/E,P\/FCF,P\/S,Payout,Perf Half Y,Perf Month,Perf Quarter,Perf Week,Perf YTD,Perf Year,Prev Close,Price,Profit Margin,Quick Ratio,ROA,ROE,ROI,RSI (14),Recom,Rel Volume,SMA20,SMA200,SMA50,Sales,Sales Q\/Q,Sales past 5Y,Sector,Short Float,Short Ratio,Shortable,Shs Float,Shs Outstand,Target Price,Ticker,Volatility,Volume,_id,_rev,Day 1,Day 2,Day 3,Day 4,Day 5
CECO_11-03-2017,-6.83%,79.08%,6.55 - 12.59,0.28,222.99K,2.68,4.85,2.38,0.0932,1.70,11-03-2017,0.00,-,-,-0.30,244.44%,-64.00%,13.00%,0.00,0.62,10.90%,-127.90%,Nov 02 AMC,5149,17.31,69.60%,-20.30M,-,Education & Training Services,0.90%,-0.73%,77.40%,0.15%,0.00,738.44M,-6.00%,Yes,-,2.21,4.51,-,-,1.17,-,-0.37%,0.28%,29.28%,1.13%,6.34%,53.51%,10.73,11.73,-3.80%,1.70,-4.50%,-7.20%,-4.90%,74.76,3.00,9.16,10.42%,23.37%,15.14%,631.20M,-19.90%,-16.20%,Services,1.74%,5.04,Yes,64.57M,68.82M,13.00,CECO,3.04% 2.48%,151914,CECO_11-03-2017,1-ae692fd322fd4ec4207fc5aa12334fd3,0.01619778346121059,0.052855924978687074,0.02983802216538778,0.052003410059676014,0.12020460358056262
CEA_11-14-2017,-14.98%,22.87%,21.38 - 30.90,0.41,11.68K,1.36,28.08,2.66,0.0623,0.30,11-14-2017,2.42,0.36,1.46%,2.92,-,6.80%,-,-,-,-4.30%,-8.00%,Nov 24 AMC,72377,-,20.80%,845.00M,-,Major Airlines,58.20%,0.00%,1.40%,0.34%,1.54,12.01B,11.50%,No,-,0.88,9.31,8.47,3.71,0.79,12.90%,-10.04%,-2.64%,-8.14%,-2.94%,10.65%,10.80%,24.73,26.27,5.60%,0.30,2.60%,11.80%,6.50%,55.98,-,5.95,3.42%,-4.56%,2.20%,15.21B,9.10%,3.70%,Services,0.02%,1.14,Yes,67.21M,485.74M,175.07,CEA,0.92% 0.87%,4829,CEA_11-14-2017,1-03eab1a11c1e017f3453e8e707a3a5d7,-0.012561857632280127,0.019033117624666973,0.053673391701560824,0.05748001522649426,0.08298439284354786
CEL_11-21-2017,-9.45%,35.10%,7.50 - 11.19,0.18,7.05K,2.10,3.94,3.25,0.0848,1.50,11-21-2017,2.71,-,-,0.33,24.41%,3.00%,6.10%,-,1.58,-29.20%,55.60%,Nov 27 BMO,3563,5.91,30.80%,33.00M,-,Telecom Services - Domestic,48.40%,0.00%,-,-,2.14,935.49M,7.00%,Yes,4.65,2.37,2.87,28.39,5.80,0.84,0.00%,-10.02%,-3.31%,11.99%,-0.85%,17.78%,27.60%,9.34,10.13,3.00%,1.40,1.80%,8.60%,5.90%,68.47,5.00,50.02,6.97%,4.35%,7.20%,1.11B,-6.50%,-9.10%,Technology,0.33%,25.79,Yes,54.63M,100.16M,34.80,CEL,1.35% 1.58%,25366,CEL_11-21-2017,1-492e39ddae37c3783354a5c917bd6505,-0.001974333662389083,-0.024679170779861814,-0.03060217176702873,,
CERS_11-03-2017,-45.85%,65.80%,1.93 - 5.91,0.14,854.51K,1.80,0.37,0.47,0.11109999999999999,2.90,11-03-2017,0.44,-,-,-0.61,25.00%,9.10%,-,-0.15,-0.48,-11.80%,-6.20%,Nov 02 AMC,204,-,54.50%,-63.60M,-,Biotechnology,1.50%,6.12%,61.30%,-0.17%,0.30,308.91M,-,Yes,-,7.78,6.07,-,-,7.35,-,-13.51%,2.13%,16.36%,1.77%,-33.79%,-36.28%,2.88,3.20,-,2.50,-65.50%,-120.60%,-79.90%,64.86,1.30,5.51,8.44%,0.44%,16.19%,42.00M,20.40%,3.50%,Healthcare,7.78%,9.75,Yes,107.16M,107.26M,6.33,CERS,5.03% 4.80%,350377,CERS_11-03-2017,1-0ca7a28a66b7d889cd26679a0e8af7d7,0.1343749999999999,0.09687499999999982,0.09375,0.13749999999999996,0.11250000000000004
CFX_11-06-2017,-11.84%,21.82%,31.33 - 43.29,0.64,531.01K,1.31,25.67,2.24,-0.0984,1.70,11-06-2017,0.42,-,-,1.28,14.08%,33.30%,12.39%,0.41,1.96,58.80%,-22.60%,Nov 06 BMO,13000,21.59,31.60%,157.70M,-,Diversified Machinery,0.20%,-15.55%,78.50%,0.67%,0.42,5.14B,7.60%,Yes,2.68,1.65,18.90,33.17,21.37,1.42,0.00%,7.33%,0.07%,2.35%,0.26%,17.81%,33.58%,42.33,38.17,4.40%,1.30,2.40%,5.20%,4.20%,28.58,2.40,6.55,-9.66%,-4.83%,-8.10%,3.62B,0.90%,39.40%,Industrial Goods,0.81%,1.52,Yes,99.99M,121.52M,45.00,CFX,1.35% 1.44%,241860,CFX_11-06-2017,1-88fa16e354e9255e2b04c404ef47d3dd,-0.03170028818443804,-0.044799580822635576,-0.05370709981661004,-0.06654440660204342,-0.08828923238145148
CHEF_11-09-2017,-14.60%,67.71%,11.15 - 21.90,0.73,172.59K,1.07,7.59,1.41,-0.08109999999999999,2.50,11-09-2017,1.62,-,-,0.48,41.98%,142.80%,15.20%,0.11,0.58,-22.90%,-81.00%,Nov 08 AMC,1948,35.39,25.40%,12.50M,-,Food Wholesale,0.90%,0.00%,93.20%,1.34%,1.60,535.21M,3.70%,Yes,2.82,2.68,14.47,42.84,12.65,0.42,0.00%,35.67%,2.52%,17.97%,-2.16%,28.80%,79.30%,20.35,18.70,1.00%,-,2.00%,6.50%,8.50%,38.18,2.20,2.80,-8.47%,17.72%,-2.83%,1.26B,13.90%,24.40%,Services,13.93%,16.68,Yes,20.66M,26.30M,19.00,CHEF,3.29% 3.75%,34816,CHEF_11-09-2017,1-dabf60867f0268046b9306220ce59dc7,-0.06417112299465233,-0.024064171122994638,-0.0668449197860963,-0.010695187165775333,-0.010695187165775333
CHKP_11-01-2017,-10.21%,32.50%,80.78 - 119.20,1.80,785.17K,0.67,21.85,9.77,-0.0907,1.80,11-01-2017,0.00,-,-,4.50,9.55%,18.40%,8.57%,1.24,5.68,10.50%,12.00%,Oct 31 AMC,4281,20.73,88.30%,762.50M,-,Security Software & Services,24.80%,0.00%,76.50%,0.49%,0.00,19.27B,48.70%,Yes,3.05,5.39,12.05,26.14,20.37,10.66,0.00%,12.77%,2.17%,11.74%,0.38%,39.37%,39.20%,117.71,107.03,42.20%,1.80,14.70%,21.70%,19.50%,29.60,2.30,24.67,-8.67%,-0.46%,-5.98%,1.81B,8.50%,6.90%,Technology,5.46%,9.02,Yes,129.80M,163.69M,110.66,CHKP,1.76% 1.39%,1345764,CHKP_11-01-2017,1-930aa1fc0e9e6a90c6161e5febe8ce94,-0.01915350836214147,-0.005792768382696489,-0.014388489208633115,-0.013080444735121044,-0.02709520695132206
CHK_11-02-2017,-54.33%,9.82%,3.41 - 8.20,0.17,29.44M,2.19,-2.87,0.01,-0.054299999999999994,0.60,11-02-2017,-,-,-,-2.08,3.88%,118.90%,5.00%,0.11,0.75,-36.80%,71.30%,Nov 02 BMO,3300,5.28,75.60%,-1625.00M,S&P 500,Independent Oil & Gas,1.00%,1.57%,67.40%,0.31%,-,3.60B,-10.00%,Yes,-,-,276.59,-,79.90,0.39,-,-22.81%,-7.69%,-12.00%,11.55%,-43.59%,-26.12%,3.96,3.74,-17.40%,0.60,-13.20%,49.30%,-56.90%,45.67,3.10,3.16,-2.85%,-25.00%,-4.81%,9.33B,40.60%,-7.50%,Basic Materials,19.93%,6.09,Yes,899.92M,908.00M,4.64,CHK,5.61% 4.30%,6468108,CHK_11-02-2017,1-c4b98e29d02871c982e46b315b452adc,-0.016042780748663166,0.03475935828876997,0.10695187165775377,0.08823529411764697,0.10695187165775377
CHRS_11-24-2017,-70.43%,8.70%,8.05 - 29.59,0.80,548.01K,-,1.04,2.29,-0.0642,5.50,11-24-2017,1.80,-,-,-5.42,-,-167.00%,23.00%,-0.82,-2.77,-44.33%,49.50%,Nov 06 AMC,127,-,-,-265.00M,-,Biotechnology,0.40%,0.00%,93.60%,12.32%,1.80,573.83M,-,Yes,-,8.41,3.82,-,-,239.09,-,-56.79%,-25.85%,-38.16%,-7.41%,-68.92%,-68.86%,9.35,8.75,-,5.50,-138.00%,-566.80%,-96.00%,33.49,3.00,0.47,-15.39%,-47.28%,-28.15%,2.40M,-90.10%,-,Healthcare,10.77%,9.94,Yes,50.62M,65.58M,7.35,CHRS,10.27% 8.42%,258305,CHRS_11-24-2017,1-ad630268969103481f62756a1e4a960b,-0.017142857142857237,,,,
CHS_11-17-2017,-50.86%,18.97%,6.96 - 16.85,0.39,2.88M,0.70,4.92,1.48,0.049400000000000006,1.80,11-17-2017,0.12,0.33,4.18%,0.72,8.16%,-56.80%,13.00%,0.13,0.69,-3.30%,-21.00%,Nov 21 BMO,6300,11.45,37.70%,91.40M,-,Apparel Stores,0.70%,-1.68%,-,-0.14%,0.10,991.32M,6.10%,Yes,0.84,1.60,5.32,10.94,10.61,0.42,45.00%,-29.74%,6.62%,0.90%,2.47%,-45.17%,-45.40%,7.89,8.28,3.90%,0.90,8.30%,14.90%,13.40%,58.41,2.80,1.39,5.54%,-20.97%,2.35%,2.36B,-54.80%,2.40%,Services,10.27%,4.46,Yes,125.12M,125.64M,9.18,CHS,6.41% 4.83%,279113,CHS_11-17-2017,1-da67bd6d5098d76dbf9c8868231874ac,-0.032608695652173836,-0.004830917874396046,-0.03140096618357491,0.01449275362318847,0.01690821256038655
CHUY_11-03-2017,-36.26%,25.00%,18.00 - 35.30,0.76,237.24K,-0.02,9.94,1.20,0.0638,1.10,11-03-2017,0.00,-,-,0.99,9.00%,-8.80%,15.00%,0.22,1.11,227.00%,32.50%,Nov 02 AMC,8200,18.99,74.20%,16.80M,-,Restaurants,2.74%,-2.38%,99.85%,-4.77%,0.00,348.13M,6.80%,Yes,1.42,2.13,17.67,21.36,62.17,1.01,0.00%,-29.62%,-2.31%,1.44%,-4.08%,-34.82%,-24.46%,21.15,22.50,4.90%,1.00,6.90%,10.50%,11.00%,59.20,2.70,5.44,2.87%,-10.80%,9.25%,346.00M,7.50%,20.40%,Services,11.70%,8.11,Yes,16.44M,16.46M,24.00,CHUY,4.39% 3.44%,95975,CHUY_11-03-2017,1-41c52cb33afaf76739c2755bdf36978f,-0.011111111111111072,-0.026666666666666727,-0.020000000000000018,0.004444444444444473,0.05333333333333323
CISN_11-09-2017,-15.17%,18.42%,9.80 - 13.68,0.35,275.70K,-,12.46,2.77,-0.0641,1.90,11-09-2017,3.77,-,-,-1.42,44.39%,14.80%,48.85%,0.16,0.84,-,-,Nov 08 AMC,3130,14.83,68.90%,-42.40M,-,Application Software,68.10%,0.00%,24.50%,10.20%,3.74,1.51B,-,No,-,1.00,4.47,-,87.27,4.98,-,18.10%,-7.19%,11.51%,-4.25%,24.62%,27.84%,12.40,11.60,-14.00%,1.90,-3.70%,-26.20%,-,17.28,1.70,6.87,-11.05%,4.49%,-10.58%,302.90M,73.00%,-,Technology,7.96%,9.40,Yes,32.56M,121.76M,15.00,CISN,4.15% 2.43%,136215,CISN_11-09-2017,1-835117cb4c115e15d293936e0c81ef57,-0.016379310344827536,-0.022413793103448265,-0.025862068965517127,-0.034482758620689724,-0.028448275862068995
CLF_11-01-2017,-49.14%,18.55%,5.31 - 12.37,0.34,10.30M,1.61,-2.81,1.14,0.0556,1.90,11-01-2017,-,-,-,0.64,20.55%,162.60%,-,0.26,0.83,-38.90%,42.30%,Oct 20 BMO,2927,7.21,23.50%,169.10M,-,Industrial Metals & Minerals,1.50%,10.34%,59.10%,0.45%,-,1.83B,11.90%,Yes,-,-,5.22,9.30,5.45,0.74,0.00%,-4.79%,-19.35%,-18.58%,-14.61%,-29.13%,7.97%,5.96,6.29,5.50%,1.20,7.00%,-13.90%,59.00%,36.98,2.80,1.73,-9.04%,-18.27%,-14.17%,2.48B,26.20%,-20.30%,Basic Materials,14.49%,4.14,Yes,294.09M,306.85M,6.81,CLF,5.09% 4.67%,1239711,CLF_11-01-2017,1-8f232bc81ca453a29d55aefa5192a3fd,-0.006359300476947549,-0.02384737678855331,-0.007949125596184436,-0.011128775834658211,-0.019077901430842648
CLLS_11-03-2017,-23.30%,67.18%,16.09 - 35.07,1.77,233.60K,-,7.70,8.19,0.056100000000000004,5.50,11-03-2017,0.00,-,-,-2.23,7.90%,-18.70%,-,-0.59,-2.19,-,-186.30%,Nov 21 BMO,89,-,11.60%,-78.90M,-,Biotechnology,-,-,14.90%,-0.32%,0.00,861.14M,-,Yes,-,3.31,3.11,-,-,17.94,-,2.37%,-12.53%,9.50%,-20.60%,50.27%,47.06%,25.47,26.90,-,5.50,-,-,-23.50%,42.47,1.50,2.20,-10.11%,9.17%,-6.06%,48.00M,-35.50%,-,Healthcare,1.79%,2.21,Yes,28.83M,33.81M,37.67,CLLS,8.55% 5.37%,38287,CLLS_11-03-2017,1-eb665a466e6464b91da1e14ff3b579bb,-0.0014869888475835813,-0.026765799256505574,-0.04052044609665428,-0.06765799256505578,-0.10631970260223045
CLLS_11-02-2017,-23.58%,66.56%,16.09 - 35.07,1.61,224.97K,-,7.70,8.19,-0.0816,5.50,11-02-2017,0.00,-,-,-2.23,7.90%,-18.70%,-,-0.59,-2.19,-,-186.30%,Nov 21 BMO,89,-,11.60%,-78.90M,-,Biotechnology,-,-,14.90%,-0.32%,0.00,986.58M,-,Yes,-,3.79,3.56,-,-,20.55,-,12.58%,1.89%,26.27%,-10.22%,72.15%,63.93%,29.18,26.80,-,5.50,-,-,-23.50%,40.63,1.50,5.26,-10.95%,8.93%,-6.32%,48.00M,-35.50%,-,Healthcare,1.79%,2.29,Yes,28.83M,33.81M,37.67,CLLS,7.65% 5.05%,82254,CLLS_11-02-2017,1-1356a26f217c98d212ce65f0f8d58c24,0.003731343283581934,0.002238805970149249,-0.023134328358208944,-0.03694029850746272,-0.06417910447761199
CLNE_11-03-2017,-51.54%,-5.96%,2.18 - 4.23,0.07,908.30K,1.86,3.53,1.32,-0.1423,5.20,11-03-2017,0.48,-,-,0.16,-1100.00%,-963.80%,25.00%,-0.13,-0.40,31.50%,93.10%,Nov 02 AMC,832,-,33.50%,26.70M,-,Gas Utilities,10.20%,0.69%,38.80%,0.21%,0.47,363.83M,-7.00%,Yes,0.61,0.68,1.81,15.32,-,0.98,0.00%,-3.63%,-1.65%,-0.83%,3.46%,-16.43%,-41.71%,2.39,2.05,7.20%,4.70,3.00%,5.40%,2.00%,27.05,2.50,13.03,-13.56%,-18.02%,-14.89%,369.40M,-25.00%,6.60%,Utilities,6.27%,9.35,Yes,135.31M,152.23M,8.50,CLNE,3.38% 3.01%,880183,CLNE_11-03-2017,1-07e7740e386fe3ea26632f9da108cbf0,0.024390243902439046,0.004878048780487809,0.009756097560975618,0.019512195121951237,-0.014634146341463317
CLR_11-08-2017,-23.67%,58.29%,29.08 - 60.30,1.19,2.47M,1.39,11.46,0.05,0.055999999999999994,0.90,11-08-2017,1.54,-,-,-0.39,239.44%,46.90%,0.60%,0.04,0.61,-23.70%,-12.80%,Nov 07 AMC,1080,71.34,93.10%,-145.00M,-,Independent Oil & Gas,0.40%,6.44%,23.70%,-0.48%,1.54,15.88B,3.50%,Yes,-,3.80,923.32,-,10.32,6.55,-,3.47%,17.81%,27.05%,7.07%,-15.42%,-6.50%,43.59,46.03,-6.00%,0.80,-1.00%,-3.40%,-0.70%,82.03,2.00,4.11,17.69%,17.64%,22.66%,2.42B,46.60%,3.70%,Basic Materials,19.35%,6.80,Yes,86.67M,364.33M,45.13,CLR,3.29% 2.98%,730011,CLR_11-08-2017,1-28296e11ad9fd9c58b82e558f6333afb,-0.00543124049532917,0.014990223767108457,-0.011079730610471406,-0.04497067130132526,-0.021073213121877044
CLVS_11-02-2017,-31.46%,164.08%,25.81 - 99.45,3.39,1.48M,1.58,7.61,14.23,-0.0645,3.30,11-02-2017,0.82,-,-,-8.75,67.50%,-15.30%,-,-1.22,-2.46,-29.60%,7.40%,Nov 01 AMC,278,-,81.80%,-370.30M,-,Biotechnology,0.40%,-16.18%,-,0.45%,0.82,3.44B,-,Yes,-,9.57,5.12,-,-,158.48,-,41.86%,-11.87%,-5.90%,-4.92%,64.03%,155.38%,72.86,68.16,-,3.20,-68.90%,-259.20%,-,31.51,2.00,3.14,-14.14%,-1.92%,-11.16%,21.70M,-,-,Healthcare,15.01%,4.80,Yes,47.20M,47.20M,94.67,CLVS,4.35% 3.94%,322686,CLVS_11-02-2017,1-246baaf42162507dafde1b39a96b50c7,0.07438380281690149,0.0685152582159625,0.020539906103286487,-0.009976525821596138,-0.03169014084507038
CMCM_11-21-2017,-10.22%,64.19%,7.54 - 13.79,0.56,1.32M,3.01,3.46,2.45,0.1442,1.90,11-21-2017,0.15,-,-,0.24,36.26%,145.40%,7.21%,0.09,0.58,-21.50%,-147.00%,Nov 21 BMO,2831,18.82,62.70%,33.30M,-,Application Software,4.90%,0.00%,9.80%,5.37%,0.03,1.53B,0.70%,Yes,6.38,3.13,4.42,46.04,-,2.11,0.00%,0.09%,23.80%,4.95%,-1.01%,13.18%,2.08%,10.82,12.38,4.60%,1.90,4.00%,7.30%,-6.50%,74.99,3.00,14.42,26.91%,19.40%,35.16%,723.60M,14.80%,100.70%,Technology,-,-,Yes,12.00M,141.25M,10.93,CMCM,4.20% 6.51%,1366435,CMCM_11-21-2017,1-1dedde946a3a44d9ceebb4ce4e043b8d,0.03150242326332786,-0.03392568659127626,-0.03473344103392584,,
CMCM_11-08-2017,-30.58%,26.97%,7.54 - 13.79,0.38,1.14M,3.03,3.47,2.44,0.061399999999999996,1.90,11-08-2017,0.15,-,-,0.24,36.08%,145.40%,7.24%,0.09,0.58,-21.50%,-147.00%,Nov 21 BMO,2831,15.63,62.70%,33.40M,-,Application Software,4.90%,0.00%,9.40%,0.79%,0.03,1.28B,0.70%,Yes,5.28,2.60,3.69,38.22,-,1.76,0.00%,-20.11%,6.37%,-18.00%,0.00%,-5.65%,-8.05%,9.02,9.57,4.60%,1.90,4.00%,7.30%,-6.50%,62.34,3.00,5.26,10.29%,-7.26%,8.03%,725.80M,14.80%,100.70%,Technology,-,-,Yes,12.00M,141.73M,10.93,CMCM,2.87% 4.32%,431299,CMCM_11-08-2017,1-f0272ce2f9d5520e440afc963436b6b9,0.11598746081504685,0.1650992685475443,0.12748171368861017,0.09508881922675028,0.11912225705329149
CMCO_10-31-2017,0.16%,114.05%,18.08 - 38.64,0.75,122.73K,1.91,16.12,2.86,0.0658,1.90,10-31-2017,1.12,0.16,0.44%,0.65,21.37%,61.50%,10.00%,0.44,2.30,-20.20%,-55.40%,Oct 31 BMO,3380,15.79,31.00%,14.20M,-,Farm & Construction Machinery,3.50%,-18.34%,90.00%,0.77%,0.98,820.24M,4.80%,Yes,5.57,2.25,12.70,55.69,15.68,1.19,24.20%,40.74%,-4.12%,15.56%,-2.08%,34.28%,103.19%,36.31,38.70,2.10%,1.20,1.50%,4.40%,2.70%,65.59,1.80,3.33,3.23%,35.12%,10.00%,691.80M,36.70%,1.50%,Industrial Goods,1.11%,1.78,Yes,19.71M,22.59M,40.25,CMCO,2.35% 1.74%,30416,CMCO_10-31-2017,1-a8b0737846a951ac5b48565b6c9ddd3c,0.006718346253229868,-0.02816537467700264,-0.008785529715762408,-0.024806201550387597,-0.010335917312661591
CMCM_11-09-2017,-22.55%,41.64%,7.54 - 13.79,0.52,1.23M,3.03,3.47,2.44,-0.0632,1.90,11-09-2017,0.15,-,-,0.24,36.08%,145.40%,7.24%,0.09,0.58,-21.50%,-147.00%,Nov 21 BMO,2831,19.76,62.70%,33.40M,-,Application Software,4.90%,0.00%,9.40%,0.79%,0.03,1.62B,0.70%,Yes,6.68,3.29,4.66,48.31,-,2.23,0.00%,2.33%,34.12%,9.72%,26.67%,19.25%,17.53%,11.40,10.68,4.60%,1.90,4.00%,7.30%,-6.50%,65.73,3.00,6.67,21.03%,3.38%,20.06%,725.80M,14.80%,100.70%,Technology,-,-,Yes,12.00M,141.73M,10.93,CMCM,7.26% 5.42%,589187,CMCM_11-09-2017,1-f3b79db6b7c533c69366c73c2bd7bcf7,0.04400749063670428,0.010299625468164653,-0.01872659176029956,0.002808988764045006,0.010299625468164653
CNSL_11-02-2017,-40.62%,4.30%,17.21 - 30.23,0.45,480.26K,0.83,2.54,0.23,-0.0632,0.70,11-02-2017,10.91,1.55,8.09%,0.00,6.51%,-,2.00%,0.16,0.59,-18.30%,-16.70%,Nov 02 BMO,1676,32.53,57.00%,0.20M,-,Telecom Services - Domestic,0.50%,8.18%,55.10%,4.00%,10.77,1.35B,10.40%,Yes,2395.00,7.54,85.10,4790.00,-,1.91,-,-14.69%,-4.25%,2.96%,-0.36%,-28.64%,-17.59%,19.16,17.95,0.00%,0.70,0.00%,0.10%,3.70%,30.57,2.30,1.70,-8.35%,-15.70%,-5.85%,707.30M,-9.00%,16.30%,Technology,8.61%,12.40,Yes,69.20M,70.62M,23.04,CNSL,1.91% 2.31%,56872,CNSL_11-02-2017,1-c56de41177fc32ac776c0db1a365a56e,-0.023398328690807713,-0.1075208913649025,-0.17437325905292478,-0.19108635097493032,-0.2200557103064067
COHR_11-08-2017,9.56%,167.70%,115.00 - 281.00,7.31,472.68K,0.79,43.53,19.25,0.1597,3.30,11-08-2017,0.62,-,-,6.73,17.65%,232.30%,52.50%,3.45,14.46,-0.40%,17.20%,Nov 07 AMC,2787,18.36,43.40%,166.50M,-,Scientific & Technical Instruments,0.10%,-76.15%,92.40%,0.64%,0.61,6.51B,17.70%,Yes,0.75,6.10,13.79,39.42,24.16,4.40,0.00%,5.76%,8.15%,20.98%,1.05%,93.23%,126.57%,265.47,307.86,11.10%,2.30,8.50%,16.90%,9.90%,80.32,1.70,7.72,18.87%,36.15%,23.22%,1.48B,112.10%,1.30%,Technology,8.08%,4.16,Yes,24.33M,24.54M,290.78,COHR,3.10% 2.72%,262619,COHR_11-08-2017,1-dfce9acd350041b7075f8dbf36dedffc,-0.05476515299161966,0.010037029818748655,-0.015786396413954407,-0.03547066848567537,-0.00669135321249914
COHU_11-03-2017,-11.33%,113.88%,10.85 - 26.17,0.86,247.01K,0.87,9.55,4.10,-0.10679999999999999,3.20,11-03-2017,0.04,0.24,0.92%,0.70,11.60%,305.60%,10.00%,0.39,1.71,-28.70%,-45.10%,Nov 02 AMC,1800,15.17,37.50%,20.00M,-,Semiconductor Equipment & Materials,4.80%,-27.92%,86.10%,-0.60%,0.02,723.54M,7.60%,Yes,3.70,2.72,6.33,37.01,136.52,2.30,33.60%,36.74%,8.39%,47.20%,3.67%,86.91%,137.04%,25.98,23.21,6.20%,2.50,5.30%,7.90%,1.20%,45.19,2.00,10.52,-6.28%,24.98%,3.66%,314.90M,22.90%,-1.80%,Technology,1.85%,2.04,Yes,27.25M,27.85M,24.00,COHU,4.84% 3.14%,193165,COHU_11-03-2017,1-923b7744ff2b55236ff8f119244d1473,0.06074967686342103,0.06462731581214998,0.05170185264971994,0.060318828091339816,0.07238259370960787
COKE_11-08-2017,-19.50%,60.71%,125.00 - 249.54,3.57,33.64K,0.07,29.82,4.66,-0.10289999999999999,1.30,11-08-2017,4.04,1.00,0.45%,3.86,13.07%,-59.60%,-,3.17,10.02,11.50%,-15.30%,Nov 14 AMC,11300,22.35,37.60%,45.80M,-,Beverages - Soft Drinks,34.77%,0.00%,49.70%,-0.56%,4.02,2.09B,3.50%,No,-,7.51,48.08,58.07,12.92,0.56,20.30%,9.46%,1.51%,8.27%,-0.72%,25.21%,59.53%,223.93,200.89,1.20%,1.00,1.80%,16.70%,7.50%,20.74,3.00,7.11,-10.58%,-4.41%,-7.87%,3.73B,39.10%,15.10%,Consumer Goods,2.57%,5.67,Yes,7.43M,9.34M,144.00,COKE,1.45% 1.59%,17203,COKE_11-08-2017,1-6b560cf2a0009b979636c9bee70b089a,0.015630444521877784,-0.009457912290308013,0.0204589576385088,0.0037333864303847886,0.015481109064662268
COLL_11-27-2017,-19.21%,110.58%,7.37 - 19.21,1.42,733.25K,-,3.24,3.41,-0.0767,4.50,11-27-2017,0.02,-,-,-2.97,40.50%,60.50%,-,-0.56,-1.50,-,-1.40%,Nov 08 AMC,234,-,91.10%,-85.00M,-,Drugs - Generic,2.40%,-6.72%,98.00%,5.03%,0.00,490.12M,-,Yes,-,4.79,4.56,-,-,25.80,-,86.54%,51.86%,54.58%,-9.45%,-0.32%,-9.56%,16.81,15.52,-,4.50,-61.90%,-77.10%,-67.60%,59.03,1.60,1.62,18.20%,35.54%,31.48%,19.00M,-,-,Healthcare,17.04%,7.34,Yes,31.58M,31.58M,19.20,COLL,11.70% 12.01%,1191170,COLL_11-27-2017,1-e2d3f28abaabb1306a1e4709f147fb25,,,,,
COMM_11-01-2017,-20.75%,13.27%,29.91 - 42.75,0.59,1.73M,1.17,7.87,2.51,0.0541,2.80,11-01-2017,0.00,-,-,1.21,20.90%,-11.00%,3.95%,0.53,2.67,19.60%,403.90%,Nov 01 BMO,25000,12.03,41.00%,237.30M,-,Communication Equipment,1.30%,0.03%,-,3.85%,3.01,6.21B,11.70%,Yes,6.75,4.08,12.81,26.65,13.47,1.30,0.00%,-21.91%,-4.00%,-13.51%,-0.80%,-13.60%,5.20%,32.14,33.88,5.00%,2.10,3.30%,16.50%,8.80%,64.86,2.10,4.12,4.80%,-7.41%,3.24%,4.78B,-10.20%,8.50%,Technology,2.62%,2.89,Yes,190.29M,193.16M,39.96,COMM,1.90% 1.86%,530246,COMM_11-01-2017,1-421d75de34b0a7fbf9916df4d3bafdd3,-0.0008854781582054994,-0.013872491145218602,0.006493506493506551,0.0,-0.008264462809917439
CORI_11-24-2017,-1.48%,349.24%,2.67 - 12.18,0.71,169.60K,1.18,0.77,1.72,0.0629,2.70,11-24-2017,3.22,-,-,-1.72,5.20%,-,-,-0.41,-1.17,-,18.30%,Nov 16 AMC,212,-,17.40%,-44.20M,-,Biotechnology,0.60%,-,90.90%,-0.09%,2.41,401.16M,-,No,-,15.58,6.98,-,-,13.24,-,68.78%,22.45%,43.37%,12.25%,195.57%,155.32%,11.29,12.00,-,2.60,-,-,-,64.38,1.80,1.48,14.32%,64.36%,14.49%,30.30M,19.00%,-5.80%,Healthcare,5.24%,10.32,Yes,33.43M,33.43M,13.00,CORI,9.28% 6.71%,250801,CORI_11-24-2017,1-708fe7da31c7332ba2eef15d9eff28d1,-0.009166666666666656,,,,
