,52W High,52W Low,ATR,Avg Volume,Beta,Book\/sh,Cash\/sh,Change,Current Ratio,Date,Debt\/Eq,Dividend,Dividend %,EPS (ttm),EPS Next Y Perc,EPS Q\/Q,EPS next 5Y,EPS next Q,EPS next Y,EPS past 5Y,EPS this Y,Earnings,Employees,Forward P\/E,Gross Margin,Income,Index,Industry,Insider Own,Insider Trans,Inst Own,Inst Trans,LT Debt\/Eq,Market Cap,Oper. Margin,Optionable,PEG,P\/B,P\/C,P\/E,P\/FCF,P\/S,Payout,Perf Half Y,Perf Month,Perf Quarter,Perf Week,Perf YTD,Perf Year,Prev Close,Price,Profit Margin,Quick Ratio,ROA,ROE,ROI,RSI (14),Recom,Rel Volume,SMA20,SMA200,SMA50,Sales,Sales Q\/Q,Sales past 5Y,Sector,Short Float,Short Ratio,Shortable,Shs Float,Shs Outstand,Target Price,Ticker,Volume,Week,Month,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7
CVE_11-27-2017,16.82,6.76,0.35,4420000,0.66,12.44,0.4,-0.0502,1.4,11/27/2017,0,0.16,0.0168,2.25,-0.694,4.551,,0.21,0.17,-0.185,-1.866,Nov 02 BMO,2775,53.95,0.484,2490000000,,Oil & Gas Drilling & Exploration,0.001,0,0.731,0.0052,0.62,11430000000,0.081,Yes,,0.75,22.99,4.12,7.35,0.93,0.076,0.0054,-0.0107,0.2575,-0.0866,-0.3866,-0.373,9.77,9.28,0.184,1.1,0.084,0.184,0.002,33.73,2.5,1.02,-0.1045,-0.0427,-0.0734,12.28B,0.489,-0.05,Basic Materials,0.0298,6.87,Yes,1020000000,1230000000,11.22,CVE,4527155,0.0336,0.0332,-0.001077586,-0.00862069,0.024784483,,,,
CVG_11-08-2017,28.8,20.15,0.4,719320,1.11,14.55,1.85,-0.063,2.5,11/8/2017,0.26,0.4,0.0162,1.32,0.0309,0.23,0.1,0.44,1.94,-0.108,-0.193,Nov 07 AMC,130000,12.78,0.363,132900000,,Business Services,0.012,-0.073,0.0005,-0.9663,0.26,2350000000,0.068,Yes,1.88,1.7,13.41,18.79,14.97,0.8,0.238,0.036,-0.0426,0.0474,-0.0381,0.0077,-0.1415,24.75,23.19,0.049,2.5,0.06,0.107,0.091,23.97,2.7,2.33,-0.099,-0.0235,-0.081,2.91B,-0.008,0.086,Services,0.0771,9.87,Yes,92050000,94760000,26.4,CVG,120405,0.0177,0.0142,0.007761966,-0.004312204,0.005174644,0.003018542,0.013799051,0.019836136,0.035360069
CVNA_11-08-2017,23.7,8.14,0.97,655140,,2.08,1.27,-0.1036,1.8,11/8/2017,5.74,,,-7.62,0.658,,,-0.3,-0.37,,-1.823,Nov 07 AMC,1067,,0.061,,,Auto Dealerships,0.096,0,,0.0034,0.33,2000000000,,Yes,,7.28,11.89,,,3.49,,0.4106,0.023,-0.1625,0.0684,0.3649,,15.15,13.58,,1,,,-1.698,43.82,2,5.38,-0.0175,-0.1459,-0.1233,574.10M,1.421,,Services,0.8115,15.54,Yes,12550000,132190000,21.92,CVNA,253274,0.0835,0.0649,0.038291605,0.031664212,0.115611193,0.103092784,0.117820324,0.144329897,0.153902798
CVNA_11-28-2017,23.7,8.14,0.93,508010,,1.87,1.07,0.0508,1.5,11/28/2017,7.62,,,-1.28,0.492,,,-0.34,-0.61,,-1.823,Nov 07 AMC,1067,,0.069,-69100000,,Auto Dealerships,0.1867,0,,0.0244,0.58,2180000000,-0.22,Yes,,8.84,15.46,,,3.11,,0.6458,0.2962,0.0508,0.1071,0.4901,,15.74,16.54,-0.035,0.7,-0.058,0.446,-1.698,63.82,2,0.93,0.1211,0.0456,0.1201,700.60M,1.281,,Services,0.8013,20.41,Yes,12940000,131790000,19.58,CVNA,472492,0.0579,0.0742,-0.057436518,-0.019951632,,,,,
CVRR_11-09-2017,13.21,6.7,0.47,474560,1.32,9.11,3.51,-0.0687,1.7,11/9/2017,0.4,0.94,0.0718,0.73,0.4073,-1.246,,-0.09,1.01,-0.3532,-0.947,Nov 01 BMO,968,12.98,0.053,107100000,,Oil & Gas Refining & Marketing,0.6609,0,0.109,-0.0207,0.4,1930000000,0.037,Yes,,1.44,3.73,18.04,4.86,0.36,0.923,0.2843,0.1491,0.9124,0.0438,0.2596,0.9265,13.1,12.2,0.028,1.2,0.064,0.113,0.042,61.61,2.9,2.7,0.0639,0.2591,0.1955,5.42B,0.149,-0.014,Basic Materials,0.0253,2.67,Yes,50050000,147010000,10.57,CVRR,92091,0.0311,0.0403,0.009016393,-0.000819672,-0.06557377,-0.004098361,0.032786885,0.008196721,-0.004098361
CVRR_11-01-2017,12.55,6.45,0.42,443930,1.31,9.11,3.63,0.0581,1.7,11/1/2017,0.4,,,0.36,0.3975,-1.246,,0.53,0.99,-0.3532,-0.947,Nov 01 BMO,968,11.49,0.047,53000000,,Oil & Gas Refining & Marketing,0.6609,0,0.113,0.0165,0.4,1610000000,0.02,Yes,,1.25,3.13,31.62,4.07,0.31,0,0.0966,0.1523,0.4459,0.0861,0.0913,0.5655,11.35,12.01,0.01,1.2,0.022,0.04,0.042,75.78,2.9,8.02,0.1079,0.245,0.252,5.19B,0.149,-0.014,Basic Materials,0.0253,2.85,Yes,50050000,142130000,10.57,CVRR,264691,0.0399,0.0406,0.053288926,0.040799334,0.049125729,0.089925062,0.01582015,0.024979184,0.01498751
CVNA_11-29-2017,23.7,8.14,0.99,508770,,1.87,1.07,-0.0574,1.5,11/29/2017,7.62,,,-1.28,0.492,,,-0.34,-0.61,,-1.823,Nov 07 AMC,1067,,0.069,-69100000,,Auto Dealerships,0.1867,0,,0.0244,0.58,2050000000,-0.22,Yes,,8.34,14.57,,,2.93,,0.671,0.2472,-0.1107,0.0627,0.4045,,16.54,15.59,-0.035,0.7,-0.058,0.446,-1.698,54.15,2,0.86,0.0424,-0.0148,0.0555,700.60M,1.281,,Services,0.8013,20.38,Yes,12940000,131790000,19.58,CVNA,439439,0.0619,0.077,0.039769083,,,,,,
CWH_11-28-2017,45.84,26.19,1.7,672180,,6.54,1.9,0.0848,1.3,11/28/2017,7.86,0.32,0.0069,1.94,0.0902,-0.202,0.1365,0.22,2.48,1.026,0.033,Nov 09 BMO,7221,18.85,0.29,50400000,,REIT - Office,0.011,-0.9405,0.822,0.0386,3.68,4010000000,0.087,Yes,1.77,7.14,24.56,24.13,76.19,0.99,0.152,0.7371,0.1135,0.27,0.0706,0.4424,0.7514,43.05,46.7,0.013,0.3,0.025,0.387,0.203,68.02,1.5,3.31,0.0979,0.3634,0.1274,4.03B,0.25,0.18,Financial,0.0428,1.82,Yes,28560000,85820000,47.1,CWH,2227986,0.0301,0.0359,-0.014989293,-0.007280514,,,,,
CWH_11-09-2017,45.84,20.38,1.49,680480,,7.55,2.95,-0.0491,1.3,11/9/2017,8.65,0.32,0.0073,2.1,0.0912,-0.186,0.1,0.69,2.39,1.026,0.033,Nov 09 BMO,7221,18.19,0.289,98000000,,REIT - Office,0.006,-0.9667,0.934,0.0019,4.1,3730000000,0.085,Yes,2.08,5.77,14.77,20.77,18.08,0.98,0.106,0.4887,0.0735,0.3864,0.0298,0.3451,1.0864,43.55,41.41,0.026,0.4,0.056,,0.203,47.8,1.6,3.2,-0.0284,0.2317,0.0256,3.80B,0.201,0.18,Financial,0.0527,2.21,Yes,28560000,85540000,44.63,CWH,156672,0.0311,0.0384,-0.018111567,0.010142478,-0.028978508,0.031393383,0.027288095,0.037913547,0.051678339
CYBR_11-02-2017,56.25,39.34,0.96,588900,,9.64,7.42,0.0924,3.7,11/2/2017,0,,,0.78,0.2416,-0.502,0.153,0.19,1.3,0.612,0.075,Nov 02 BMO,823,31.9,0.847,28100000,,Business Software & Services,0.0332,0,0.864,0.0094,0,1460000000,0.12,Yes,3.46,4.3,5.59,52.96,23.7,6.18,0,-0.2276,-0.0058,0.0184,-0.0447,-0.0886,-0.0995,41.47,45.3,0.119,3.7,0.068,0.091,0.094,65.66,2.3,4.83,0.0601,-0.0411,0.0815,235.80M,0.141,0.429,Technology,0.0404,2.33,Yes,34010000,35140000,48.78,CYBR,211690,0.028,0.0208,0.006181015,-0.010596026,-0.020309051,-0.016335541,-0.026931567,-0.02803532,-0.028476821
CYH_11-01-2017,10.51,4.15,0.35,3670000,1.53,11.6,6.73,-0.0542,2.1,11/1/2017,11.36,,,-5.55,1.297,0.909,0.0987,-0.28,0.11,-0.491,-1.804,Nov 01 AMC,120000,53.64,0.834,-617000000,,Hospitals,0.005,,,0.0867,11.33,673600000,0.021,Yes,,0.51,0.88,,1.7,0.04,,-0.3861,-0.2465,-0.1047,-0.0679,0.0555,0.1174,5.9,5.58,-0.036,1.9,-0.029,-0.413,-0.047,32.24,3.1,3.57,-0.1146,-0.3143,-0.2022,17.48B,-0.097,0.062,Healthcare,0.2393,7.17,Yes,110040000,114170000,7.17,CYH,974599,0.0545,0.0607,-0.188172043,-0.200716846,-0.197132616,-0.197132616,-0.195340502,-0.23655914,-0.225806452
CYH_11-02-2017,10.51,4.15,0.37,3740000,1.53,11.6,6.73,-0.1673,2.1,11/2/2017,11.36,,,-5.55,1.297,0.909,0.0987,-0.28,0.11,-0.491,-1.804,Nov 01 AMC,120000,49.45,0.834,-617000000,,Hospitals,0.005,,,0.0867,11.33,621080000,0.021,Yes,,0.47,0.81,,1.56,0.04,,-0.4339,-0.2962,-0.1631,-0.1183,-0.0268,0.0946,5.44,4.53,-0.036,1.9,-0.029,-0.413,-0.047,23.06,3.1,8.14,-0.27,-0.4429,-0.3489,17.48B,-0.097,0.062,Healthcare,0.2393,7.04,Yes,110040000,114170000,7.17,CYH,2261444,0.0648,0.0633,-0.015452539,-0.011037528,-0.011037528,-0.008830022,-0.059602649,-0.046357616,-0.097130243
CYH_11-29-2017,10.51,3.85,0.27,3200000,1.52,10.84,5.17,0.0621,2.1,11/29/2017,11.49,,,-5.82,0.4,-0.389,0.061,-0.36,-0.78,-0.491,-3.826,Nov 01 AMC,120000,,0.834,-648000000,,Hospitals,0.005,,,0.099,11.46,508100000,0.019,Yes,,0.41,0.86,,1.53,0.03,,-0.5147,-0.2393,-0.3929,0.1125,-0.2039,-0.179,4.19,4.45,-0.04,1.9,-0.032,-0.48,-0.047,37.76,3.2,1.12,0.0091,-0.4388,-0.2333,16.77B,-0.163,0.062,Healthcare,0.2686,9.24,Yes,110000000,114180000,4.94,CYH,3570899,0.0476,0.0576,0.02247191,,,,,,
CYTK_11-21-2017,17.2,9.8,0.7,485690,1.82,2.74,6.04,-0.2958,7.6,11/21/2017,0.21,,,-1.66,0.144,-1.78,0.15,-0.71,-2.14,0.159,1.4,Oct 26 AMC,127,,,-80100000,,Biotechnology,0.004,-0.5189,0.749,0.0409,0.14,565210000,,Yes,,4.05,1.84,,,12.16,,-0.2071,-0.2423,-0.1155,-0.0431,-0.0864,0,11.1,7.82,,7.6,-0.291,-0.626,0.15,21.63,1.9,51.2,-0.3775,-0.4174,-0.4377,46.50M,-0.895,0.927,Healthcare,0.0875,8.76,Yes,48640000,50920000,22.25,CYTK,1788697,0.066,0.0612,0.025575448,-0.028132992,-0.002557545,-0.072890026,0.003836317,0.099744246,
CYTK_11-29-2017,17.2,7,0.89,725350,1.81,2.74,5.44,0.0828,7.6,11/29/2017,0.21,,,-1.66,0.19,-1.78,0.15,-0.69,-2,0.159,1.4,Oct 26 AMC,127,,,-80100000,,Biotechnology,0.004,-0.4927,0.749,0.036,0.14,443840000,,Yes,,2.86,1.44,,,9.54,,-0.4373,-0.4353,-0.4586,-0.0485,-0.3539,-0.3644,7.25,7.85,,7.6,-0.291,-0.626,0.15,27.44,2,1.83,-0.2934,-0.4109,-0.4084,46.50M,-0.895,0.927,Healthcare,0.0875,5.87,Yes,48640000,56540000,14.75,CYTK,1328300,0.0735,0.0673,0.095541401,,,,,,
CYTK_11-30-2017,17.2,7,0.89,736180,1.81,2.74,5.44,0.0955,7.6,11/30/2017,0.21,,,-1.66,0.19,-1.78,0.15,-0.69,-2,0.159,1.4,Oct 26 AMC,127,,,-80100000,,Biotechnology,0.004,-0.4927,0.749,0.036,0.14,486240000,,Yes,,3.14,1.58,,,10.46,,-0.3965,-0.37,-0.4209,0.0784,-0.2922,-0.2833,7.85,8.6,,7.6,-0.291,-0.626,0.15,34.24,2,1.47,-0.2052,-0.3538,-0.3455,46.50M,-0.895,0.927,Healthcare,0.0875,5.78,Yes,48640000,56540000,14.75,CYTK,1080572,0.0848,0.0694,,,,,,,
CYTK_11-28-2017,17.2,7,0.88,699550,1.81,2.74,5.44,-0.0705,7.6,11/28/2017,0.21,,,-1.66,0.19,-1.78,0.15,-0.69,-2,0.159,1.4,Oct 26 AMC,127,,,-80100000,,Biotechnology,0.004,-0.4927,0.749,0.036,0.14,409920000,,Yes,,2.65,1.33,,,8.82,,-0.4649,-0.4912,-0.4894,-0.3468,-0.4033,-0.413,7.8,7.25,,7.6,-0.291,-0.626,0.15,21.62,2,2.96,-0.3664,-0.4568,-0.4593,46.50M,-0.895,0.927,Healthcare,0.0875,6.08,Yes,48640000,56540000,14.75,CYTK,2072602,0.0941,0.0659,0.082758621,0.186206897,,,,,
CY_11-29-2017,17.42,10.51,0.43,5330000,2.03,5.55,,-0.0699,1.4,11/29/2017,0.61,0.44,0.028,-0.4,0.3953,0.118,0.455,0.25,1.19,-0.344,-0.712,Oct 26 AMC,6546,13.15,0.394,-130000000,,Semiconductor - Broad Line,0.005,-0.1861,0.993,-0.0016,0.6,5170000000,-0.006,Yes,,2.83,,,57.55,2.29,,0.1104,-0.038,0.1554,-0.0946,0.3715,0.3972,16.87,15.69,-0.058,0.9,-0.034,-0.07,-0.197,39.45,2.4,2.47,-0.0586,0.1008,-0.0121,2.26B,0.154,0.141,Technology,0.0917,5.54,Yes,321850000,329730000,18.25,CY,13158093,0.0299,0.0231,0.020395156,,,,,,
CZNC_11-29-2017,26.75,22,0.81,18060,0.43,15.75,2.75,0.0518,,11/29/2017,0.14,1.04,0.0394,1.29,0.189,-0.041,,0.33,1.51,-0.075,-0.035,4-Dec,291,17.49,,15700000,,Regional - Mid-Atlantic Banks,0.017,-0.0928,0.292,0.0202,0.14,324840000,0.896,Yes,,1.68,9.61,20.46,46.41,7.19,0.804,0.1676,0.0828,0.1822,0.0649,0.008,0.1092,25.11,26.41,0.347,,0.013,0.083,0.159,68.18,3,1.11,0.0913,0.1212,0.0645,45.20M,0.045,-0.064,Financial,0.0229,15.02,Yes,11830000,12300000,27,CZNC,20039,0.0359,0.033,-0.029155623,,,,,,
CZZ_11-20-2017,9.45,5.63,0.26,1160000,2.4,7.48,9.04,0.0751,1.4,11/20/2017,4.17,0.08,0.0095,0.31,0.823,0.7,0.0848,,1.24,-0.222,0.027,Nov 20 AMC,30369,6.79,0.305,85700000,,Diversified Utilities,0.381,0,0.518,-0.0044,3.58,2220000000,0.233,Yes,3.19,1.12,0.93,27.06,4.93,0.58,0.305,0.1784,-0.0811,0.1525,0.0269,0.1172,0.202,8.39,9.02,0.02,1.4,0.005,0.041,0.116,61.79,2.3,4.13,0.0588,0.1473,0.0565,3.86B,0.134,0.224,Utilities,0.3467,3.51,Yes,11740000,265130000,10.51,CZZ,367473,0.0324,0.0287,0.019955654,0.050997783,0.043237251,0.043237251,0.041019956,0.046563193,0.026607539
DATA_11-03-2017,82.32,41.41,1.49,733620,0.89,9.8,12.55,-0.1162,2.7,11/3/2017,0,,,-1.92,0.3158,0.148,0.13,0.09,0.3,0.4635,-0.646,Nov 02 AMC,3223,273.9,0.879,-148500000,,Application Software,0.013,-0.6202,,0.0022,0,6500000000,-0.166,Yes,,8.38,6.55,,36.66,7.48,,0.3595,0.0795,0.1523,0.0351,0.9495,0.8885,82.17,72.62,-0.171,2.7,-0.12,-0.192,-0.185,34.63,2.4,24.61,-0.0779,0.1641,-0.0444,869.50M,0.073,0.677,Technology,0.0684,5.77,Yes,61930000,79140000,74.03,DATA,1342750,0.0253,0.0172,0.019829248,-0.036353622,-0.02877995,-0.01858992,-0.017075186,-0.033461856,-0.018039108
DBD_11-16-2017,31.85,16,0.69,962230,1.92,7.58,5.84,0.0836,1.5,11/16/2017,3.33,0.4,0.0248,-2.69,0.3774,0.66,0.2969,0.33,1.51,-0.258,-3.902,Oct 31 BMO,25000,10.69,0.218,-202600000,,Diversified Computer Systems,0.006,0.0696,,0.01,3.21,1230000000,-0.036,Yes,,2.13,2.77,,,0.27,,-0.3788,-0.2774,-0.1823,-0.1151,-0.3579,-0.2993,16.15,17.5,-0.044,1,-0.038,-0.355,-0.039,35.23,2.1,5.36,-0.0841,-0.2953,-0.1605,4.60B,0.142,0.032,Technology,0.2038,15.78,Yes,74540000,76160000,25.86,DBD,358568,0.0373,0.0392,0.021714286,0.051428571,0.091428571,0.088571429,0.077142857,0.082857143,0.105714286
DCO_11-08-2017,35.58,22.27,1.2,51910,0.89,19.98,0.29,0.0517,2.5,11/8/2017,0.99,,,1.18,0.3976,-0.086,-0.092,0.35,1.73,0.201,1.33,Nov 02 BMO,2700,16.74,0.188,13400000,,Aerospace\/Defense Products & Services,0.064,-0.0339,0.848,0.0127,0.99,366400000,0.046,Yes,,1.45,99.03,24.69,25.8,0.66,0,-0.0749,-0.1488,0.008,-0.1201,0.135,0.2951,29.01,30.51,0.024,1.1,0.025,0.062,0.088,40,2.3,2.93,-0.0815,-0.0048,-0.0318,558.40M,0.046,-0.011,Industrial Goods,0.0237,4.78,Yes,10470000,12630000,37.67,DCO,10932,0.0662,0.0344,-0.037037037,-0.133071124,-0.147820387,-0.149131432,-0.132743363,-0.140609636,-0.135037693
DCPH_11-29-2017,24.5,16.11,1.4,327240,,-81.7,2.47,-0.055,8.2,11/29/2017,,,,-3.96,0.367,-0.974,,-0.61,-2.07,,-0.309,,14,,,-38900000,,Biotechnology,0.509,,0.446,,,638960000,,No,,,7.78,,,,,,0.0079,,-0.0869,0.0901,,20.36,19.24,,8.2,,,,49.72,2,0.24,0.0217,-0.0343,-0.0343,,,,Healthcare,0.0027,0.13,Yes,15350000,33210000,40,DCPH,77291,0.0611,0.0742,0.032224532,,,,,,
DCP_11-30-2017,42.45,29.7,1.09,343420,2.1,47.88,2.18,0.06,0.7,11/30/2017,0.76,3.12,0.0888,0.71,0.5417,-1.531,0.01,0.32,1.2,-0.01,0.806,Nov 07 AMC,2650,29.26,0.204,91000000,,Oil & Gas Pipelines,0.3688,0,0.554,-0.003,0.69,5040000000,0.032,Yes,49.35,0.73,16.15,49.35,,0.77,4.385,0.0363,0.0623,0.0944,0.0471,-0.0844,0.0147,33.15,35.14,0.014,0.7,0.007,0.013,0.016,61.14,2.8,2.07,0.0379,0.0049,0.0313,6.52B,0.127,-0.166,Basic Materials,0.0371,9.76,Yes,90460000,143350000,37.08,DCP,711739,0.0321,0.0335,,,,,,,
DDD_11-01-2017,23.7,11.38,0.53,2410000,1.56,5.82,1.32,-0.2714,2.9,11/1/2017,0.01,,,-0.31,0.2557,-0.807,0.1,0.12,0.56,-0.224,0.941,Oct 31 AMC,2445,22.31,0.49,-34400000,,Computer Peripherals,0.019,-0.0379,0.584,0.0019,0.01,1440000000,-0.053,Yes,,2.13,9.35,,33.17,2.26,,-0.2542,-0.122,-0.2722,0.0098,-0.0685,-0.1074,12.38,9.02,-0.054,2.1,-0.04,-0.054,-0.059,27.85,3.1,20.46,-0.2683,-0.4382,-0.2974,638.20M,0.009,0.224,Technology,0.2635,11.99,Yes,109520000,116270000,15.4,DDD,3660317,0.0423,0.0423,0,-0.007760532,-0.05654102,-0.066518847,-0.035476718,-0.039911308,-0.048780488
DDD_11-06-2017,23.7,8.7,0.73,2530000,1.61,5.53,1.2,-0.0534,2.6,11/6/2017,0.01,,,-0.46,1.7333,-0.765,0.1,0.06,0.29,-0.224,0.941,Oct 31 AMC,2445,31.32,0.476,-50800000,,Computer Peripherals,0.019,-0.0383,0.601,0.0313,0.01,1040000000,-0.07,Yes,,1.63,7.48,,29.49,1.63,,-0.5271,-0.3448,-0.3063,-0.221,-0.3236,-0.3331,8.99,8.51,-0.08,1.9,-0.059,-0.08,-0.059,26.1,3.1,3.33,-0.2702,-0.4662,-0.3267,634.70M,-0.022,0.224,Technology,0.2634,11.41,Yes,109580000,115130000,15.4,DDD,647105,0.0668,0.0488,-0.010575793,0.022326675,0.017626322,0.008225617,-0.062279671,-0.032902468,-0.029377203
DDD_11-20-2017,23.7,7.92,0.57,2570000,1.61,5.53,1.21,0.0995,2.6,11/20/2017,0.01,,,-0.46,5.4,-0.765,0.1,0.01,0.2,-0.224,0.941,Oct 31 AMC,2445,42.34,0.476,-50800000,,Computer Peripherals,0.018,-0.0294,0.622,0.0686,0.01,949590000,-0.07,Yes,,1.51,6.87,,27.05,1.5,,-0.6277,-0.2729,-0.3136,-0.0469,-0.3725,-0.4077,8.34,9.17,-0.08,1.9,-0.059,-0.08,-0.059,41.53,3.4,6.35,-0.0626,-0.4097,-0.2205,634.70M,-0.022,0.224,Technology,0.2931,12.52,Yes,109580000,113860000,9.68,DDD,1251278,0.0451,0.0551,-0.092693566,-0.01308615,-0.032715376,-0.025081788,0.01308615,-0.010905125,-0.037077426
DDS_11-09-2017,83.44,45.51,1.93,745470,1.18,54.58,4.65,0.056,1.6,11/9/2017,0.51,0.4,0.0078,3.93,0.0534,-2.663,-0.112,0.32,3.75,-0.104,-0.286,9-Nov,21600,13.61,0.348,128900000,,Department Stores,0.156,-0.0078,,-0.0114,0.35,1480000000,0.041,Yes,,0.93,10.97,12.98,4.72,0.23,0.071,0.068,-0.0152,-0.1731,-0.0091,-0.1862,-0.1812,51.02,53.88,0.02,0.2,0.032,0.076,0.09,52.59,3.6,2.72,0.0342,-0.0341,-0.0188,6.31B,-0.017,0,Services,0.353,9.82,Yes,20740000,29050000,47.75,DDS,145714,0.0347,0.035,0.049740163,0.013363029,-0.017631774,-0.000371195,0.040089087,0.010579065,-0.014476615
DDS_11-29-2017,83.44,45.51,2.74,631010,1.19,54.58,4.65,0.1043,1.6,11/29/2017,0.51,0.4,0.0063,3.76,-0.0283,-2.663,-0.095,1.56,3.6,-0.104,-0.286,9-Nov,21600,17.62,0.345,120600000,,Department Stores,0.138,-0.0088,,-0.0513,0.35,1840000000,0.048,Yes,,1.16,13.66,16.86,5.87,0.29,0.058,0.2151,0.242,0.0443,0.2077,0.012,-0.1092,57.45,63.44,0.025,0.2,0.04,0.094,0.09,72.05,3.6,2.54,0.1839,0.1396,0.1805,6.30B,-0.017,0,Services,0.3416,11.23,Yes,20740000,29080000,44.8,DDS,1602606,0.0543,0.051,-0.052648172,,,,,,
DDS_11-30-2017,83.44,45.51,2.92,645550,1.19,54.58,4.65,-0.0526,1.6,11/30/2017,0.51,0.4,0.0067,3.76,-0.0283,-2.663,-0.095,1.56,3.6,-0.104,-0.286,9-Nov,21600,16.69,0.345,120600000,,Department Stores,0.138,-0.0088,,-0.0513,0.35,1750000000,0.048,Yes,,1.1,12.94,15.98,5.56,0.28,0.058,0.162,0.1831,-0.0115,0.1417,-0.0413,-0.1596,63.44,60.1,0.025,0.2,0.04,0.094,0.09,61.64,3.6,1.97,0.1085,0.0792,0.1155,6.30B,-0.017,0,Services,0.3416,10.98,Yes,20740000,29080000,44.8,DDS,1270076,0.0659,0.0538,,,,,,,
DEPO_11-02-2017,24,4.69,0.3,1670000,1.17,3.38,1.8,-0.0522,0.8,11/2/2017,3,,,-1.79,0.4839,-1.474,0.25,0.11,0.65,-0.258,-0.149,Nov 06 AMC,490,7.99,0.811,-110700000,,Drug Manufacturers - Other,0.0122,-0.2724,0.965,0.0269,2.73,336360000,0.02,Yes,,1.53,2.88,,3.68,0.79,,-0.5363,-0.1511,-0.4697,0.0039,-0.7131,-0.7713,5.17,4.9,-0.26,0.7,-0.093,-0.45,0,38.58,3,0.46,-0.0719,-0.5447,-0.1504,425.30M,-0.139,0.279,Healthcare,0.176,6.56,Yes,62220000,65060000,9.69,DEPO,57728,0.063,0.0557,0.02244898,0.136734694,0.281632653,0.306122449,0.183673469,0.271428571,0.273469388
DERM_11-30-2017,38.75,21.35,1.03,455270,,4.77,15.91,0.0644,4.7,11/30/2017,1.4,,,-6.23,0.295,-4.978,,-1.3,-4.09,,0.081,6-Nov,95,,,-254600000,,Biotechnology,0.003,-0.1065,,0.0221,1.4,1070000000,,Yes,,5.37,1.61,,,41.5,,-0.0818,-0.0437,0.0852,0.068,-0.156,-0.1995,24.05,25.6,,4.7,-0.474,-0.832,-0.366,53.12,2,2.41,0.0197,-0.1154,-0.0309,25.70M,,,Healthcare,0.1262,10.95,Yes,39530000,41660000,45,DERM,1098297,0.0388,0.0399,,,,,,,
DFIN_11-02-2017,27.08,18.02,0.48,255830,,5.09,0.24,-0.0537,1.7,11/2/2017,3.16,,,1.15,0.1307,-0.49,0.025,0.18,1.84,,-0.44,Nov 02 BMO,3600,11.46,0.367,37500000,,Business Services,0.008,0,0.876,-0.0159,3.15,709420000,0.094,Yes,7.37,4.15,87.58,18.43,9.55,0.71,0,-0.0378,-0.0609,-0.0361,-0.02,-0.0809,0.0024,21.12,19.99,0.037,1.6,0.039,0.306,0.101,32.68,2.3,3.09,-0.0705,-0.0872,-0.0625,1.00B,-0.026,-0.029,Services,0.0349,4.26,Yes,31300000,33590000,28.67,DFIN,58834,0.0218,0.0212,-0.027013507,-0.03951976,-0.07903952,-0.087043522,-0.067033517,-0.049024512,-0.022011006
DIN_11-09-2017,88,36.71,1.32,334640,0.55,14.19,6.24,0.1077,1.4,11/9/2017,5.58,3.88,0.0903,4.49,0.0408,-0.188,0.039,0.9,4.54,0.065,-0.034,Nov 09 BMO,500,9.47,0.59,80000000,,Restaurants,0.003,1.5809,0.946,-0.0003,5.53,773710000,0.219,Yes,2.46,3.03,6.89,9.58,126.84,1.24,0.852,-0.17,-0.0468,0.1069,-0.0958,-0.4421,-0.4482,42.96,47.58,0.129,1.4,0.036,0.318,0.059,58.9,2.6,4.06,0.0393,-0.0197,0.1026,621.60M,-0.032,-0.1,Services,0.1844,9.68,Yes,17560000,18010000,50.67,DIN,97784,0.0355,0.0265,-0.033417402,-0.0493905,-0.072509458,-0.054224464,-0.044136192,-0.060739807,-0.091635141
DISCA_11-02-2017,30.25,18.6,0.46,3970000,1.58,14.39,0.55,-0.0997,1.9,11/2/2017,1.5,,,1.88,0.1251,-0.034,0.1003,0.54,2.49,-0.07,0.242,Nov 02 BMO,7000,7.69,0.624,739000000,S&P 500,CATV Systems,0.007,0.0125,,0.0027,1.48,7150000000,0.301,Yes,1.02,1.33,34.7,10.19,5.49,1.09,0,-0.2805,-0.1101,-0.2255,-0.0052,-0.301,-0.2571,19.16,17.25,0.112,1.9,0.047,0.139,0.118,22.93,2.9,6.29,-0.1262,-0.3217,-0.1746,6.59B,0.022,0.093,Services,0.1072,9.6,Yes,355890000,373090000,24.77,DISCA,1858527,0.0254,0.0244,-0.028405797,-0.03942029,0.009275362,0.003478261,-0.023768116,-0.030144928,-0.057391304
DISCA_11-29-2017,30.25,15.99,0.67,4670000,1.57,15.06,18.7,0.0501,5.9,11/29/2017,2.56,,,1.9,0.1402,0.045,0.1097,0.45,2.28,-0.07,0.242,Nov 02 BMO,7000,8.29,0.617,741000000,S&P 500,CATV Systems,0.001,0.715,,0.0251,2.56,7060000000,0.302,Yes,0.91,1.25,1.01,9.95,4.46,1.06,0,-0.2943,-0.0058,-0.1496,0.0939,-0.3116,-0.3175,17.97,18.87,0.111,5.9,0.042,0.136,0.118,57.13,2.9,1.73,0.0864,-0.2283,-0.0183,6.68B,0.061,0.093,Services,0.0943,7.19,Yes,355890000,374100000,22.34,DISCA,8082650,0.038,0.0418,0.007949126,,,,,,
